product_id,name,price,category,description,condition,location,payment_Method,contact_info,is_sold,created_at,update_at,photos,seller_id
74,Mini Pretzels,9362.17,Food - Snacks,"Crispy mini pretzels, a great snack any time of day.",used,Myrtle,cash,t.user123,true,1/1/2025,7/21/2020,"[{""item"":""http://dummyimage.com/188x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/165x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/237x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/190x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/186x100.png/ff4444/ffffff""}]",74
75,Classic Vanilla Fudge,3924.52,Food - Desserts,"Creamy vanilla fudge, a sweet treat for all occasions.",new,Myrtle,credit_card,t.user123,false,7/9/2020,12/19/2020,"[{""item"":""http://dummyimage.com/146x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/203x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/237x100.png/dddddd/000000""}]",75
76,Protein Bar Variety Pack,794.98,Food - Snacks,A pack of assorted nut and protein bars for a quick energy boost.,used,City-Vista,paypal,t.user123,false,10/1/2025,6/29/2024,"[{""item"":""http://dummyimage.com/211x100.png/ff4444/ffffff""}]",76
77,Silicone Baking Mats,8740.84,Kitchen,Reusable silicone mats for non-stick baking.,new,Murchison,credit_card,t.user123,false,12/18/2022,10/22/2022,"[{""item"":""http://dummyimage.com/120x100.png/ff4444/ffffff""}]",77
78,Herbal Tea Infuser,1919.85,Kitchen,Infuser for brewing loose-leaf herbal teas easily.,new,Myrtle,paypal,name@email.com,false,7/24/2023,7/23/2023,"[{""item"":""http://dummyimage.com/224x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/168x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/139x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/160x100.png/dddddd/000000""}]",78
79,Peach Preserves,7482.5,Food - Condiments,"Sweet and fruity peach preserves, perfect for spreading on toast.",used,City-Vista,credit_card,(555) 123-9876,true,12/16/2025,2/26/2020,"[{""item"":""http://dummyimage.com/186x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/100x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/109x100.png/5fa2dd/ffffff""}]",79
80,Electric Fondue Pot,2923.35,Kitchen,Set for making fondue at home.,new,Myrtle,cash,t.user123,true,2/18/2023,3/19/2022,"[{""item"":""http://dummyimage.com/220x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/141x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/132x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/162x100.png/dddddd/000000""}]",80
81,Elegant Lace Dress,6152.13,Clothing - Dresses,A stunning lace dress perfect for special occasions.,used,City-Vista,paypal,(555) 123-9876,false,7/26/2023,9/8/2025,"[{""item"":""http://dummyimage.com/249x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/122x100.png/dddddd/000000""}]",81
82,Scented Candles,3915.0,Home,Set of three aromatic candles with various scents.,new,Isabella,cash,t.user123,true,12/14/2022,6/14/2022,"[{""item"":""http://dummyimage.com/166x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/138x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/248x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/163x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/128x100.png/ff4444/ffffff""}]",82
83,LED Table Lamp,7843.94,Home,Modern LED table lamp with touch control.,used,Isabella,paypal,t.user123,false,2/21/2024,8/6/2020,"[{""item"":""http://dummyimage.com/122x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/167x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/249x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/149x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/135x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/230x100.png/cc0000/ffffff""}]",83
84,Maple Syrup,1439.81,Food - Condiments,Pure maple syrup for pancakes and more.,new,City-Vista,cash,name@email.com,true,8/18/2024,8/30/2021,"[{""item"":""http://dummyimage.com/239x100.png/cc0000/ffffff""}]",84
85,Leather Biker Jacket,5419.22,Clothing - Outerwear,Stylish black leather jacket featuring a zip-up front and multiple pockets.,used,Murchison,credit_card,(555) 123-9876,false,7/1/2020,11/12/2024,"[{""item"":""http://dummyimage.com/231x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/167x100.png/ff4444/ffffff""}]",85
86,Chic Jumpsuit,5330.0,Clothing - Jumpsuits,An elegant jumpsuit that can be dressed up or down.,new,Myrtle,credit_card,(555) 123-9876,true,7/30/2024,2/5/2020,"[{""item"":""http://dummyimage.com/189x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/175x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/106x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/179x100.png/cc0000/ffffff""}]",86
87,Maple Bacon Potato Chips,5222.75,Food - Snacks,Savory potato chips with a hint of maple sweetness and crispy bacon flavor.,used,City-Vista,credit_card,name@email.com,true,1/17/2020,6/2/2022,"[{""item"":""http://dummyimage.com/189x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/154x100.png/dddddd/000000""}]",87
88,Buffalo Sauce,2738.13,Food - Condiments,Spicy buffalo sauce ideal for wings or dipping.,new,Isabella,credit_card,t.user123,false,7/29/2025,4/20/2023,"[{""item"":""http://dummyimage.com/121x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/112x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/105x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/108x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/155x100.png/ff4444/ffffff""}]",88
89,Backpacking Tent,9008.12,Outdoor,Lightweight and durable tent for camping trips.,new,Murchison,paypal,name@email.com,false,1/11/2025,6/15/2022,"[{""item"":""http://dummyimage.com/142x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/133x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/215x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/179x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/101x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/137x100.png/5fa2dd/ffffff""}]",89
90,Sculpting Kit,326.49,Art Supplies,Complete sculpting tools for artists.,used,Isabella,credit_card,(555) 123-9876,false,9/20/2025,12/13/2022,[],90
91,Stainless Steel Mixing Bowls,5344.11,Kitchen,Set of versatile mixing bowls for cooking.,new,Myrtle,paypal,(555) 123-9876,true,11/10/2021,9/20/2023,"[{""item"":""http://dummyimage.com/136x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/169x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/105x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/106x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/125x100.png/5fa2dd/ffffff""}]",91
92,Portable Massage Gun,9433.38,Health,Personal massager for muscle recovery.,new,Murchison,cash,t.user123,true,11/11/2022,6/25/2022,"[{""item"":""http://dummyimage.com/182x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/133x100.png/dddddd/000000""}]",92
93,Spicy Tuna Salad,6918.65,Food - Seafood,"Ready-to-eat tuna salad with a spicy kick, perfect for sandwiches.",new,Myrtle,credit_card,name@email.com,false,3/4/2020,10/14/2024,[],93
94,Electric Meat Grinder,6160.1,Kitchen,Powerful grinder for making sausage and burgers at home.,used,Isabella,paypal,(555) 123-9876,true,8/27/2023,10/18/2023,"[{""item"":""http://dummyimage.com/237x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/215x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/160x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/181x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/158x100.png/dddddd/000000""}]",94
95,Cauliflower Pizza Crust,3740.87,Food - Frozen Foods,Healthy pizza crust made from cauliflower,used,Myrtle,credit_card,(555) 123-9876,false,8/5/2020,5/7/2020,"[{""item"":""http://dummyimage.com/209x100.png/ff4444/ffffff""}]",95
96,Grapes (red),207.98,Food - Produce,"Fresh seedless red grapes, perfect for snacking.",used,Myrtle,paypal,(555) 123-9876,false,5/28/2022,2/14/2025,"[{""item"":""http://dummyimage.com/122x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/126x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/176x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/191x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/230x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/215x100.png/dddddd/000000""}]",96
97,Savory Oatmeal,6526.28,Food - Breakfast,Oatmeal made with savory spices and vegetables.,new,City-Vista,paypal,name@email.com,false,7/4/2025,11/19/2021,"[{""item"":""http://dummyimage.com/243x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/128x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/149x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/213x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/174x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/166x100.png/dddddd/000000""}]",97
98,Gluten-Free Bread,9112.12,Food - Bakery,Soft and tasty gluten-free sandwich bread.,used,City-Vista,paypal,(555) 123-9876,true,11/30/2021,2/7/2021,"[{""item"":""http://dummyimage.com/214x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/105x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/195x100.png/cc0000/ffffff""}]",98
99,Electric Toothbrush Holder,3580.88,Health,Sanitary holder that ensures your toothbrush stays clean.,used,Isabella,cash,name@email.com,true,9/4/2024,5/13/2023,"[{""item"":""http://dummyimage.com/207x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/110x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/193x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/222x100.png/ff4444/ffffff""}]",99
100,Maple Bacon Popcorn,2103.45,Food - Snacks,Savory popcorn flavored with maple syrup and bacon bits.,new,City-Vista,paypal,(555) 123-9876,false,6/1/2025,8/15/2021,"[{""item"":""http://dummyimage.com/172x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/134x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/228x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/175x100.png/dddddd/000000""}]",100
101,Overnight Duffle Bag,368.74,Travel,Spacious duffle bag for weekend getaways.,new,City-Vista,credit_card,name@email.com,true,9/7/2023,3/14/2023,[],101
102,Vegan Tacos,3911.58,Food - Frozen Foods,Frozen vegan tacos filled with plant-based protein and spices.,used,City-Vista,credit_card,t.user123,true,2/16/2023,10/27/2023,"[{""item"":""http://dummyimage.com/242x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/134x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/134x100.png/ff4444/ffffff""}]",102
103,Graphic Tee,684.17,Clothing,Soft cotton graphic tee available in various designs.,new,Isabella,paypal,t.user123,false,4/4/2023,9/17/2024,"[{""item"":""http://dummyimage.com/129x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/143x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/225x100.png/dddddd/000000""}]",103
104,Insulated Lunch Box,2399.23,Kitchen,Durable lunch box designed to keep food fresh and cool.,used,City-Vista,credit_card,name@email.com,true,4/26/2024,3/19/2023,"[{""item"":""http://dummyimage.com/178x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/148x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/236x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/142x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/239x100.png/dddddd/000000""}]",104
105,Bicycle Lock,9814.69,Bicycles,Heavy-duty bicycle lock for security.,used,City-Vista,paypal,name@email.com,true,12/3/2021,5/5/2020,"[{""item"":""http://dummyimage.com/184x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/247x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/149x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/173x100.png/ff4444/ffffff""}]",105
106,Wall Decals for Kids,1251.54,Home,Fun and colorful wall decals for children's rooms.,used,Myrtle,cash,t.user123,true,3/10/2022,2/12/2025,"[{""item"":""http://dummyimage.com/246x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/159x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/176x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/150x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/175x100.png/dddddd/000000""}]",106
107,Lemon Lime Sparkling Water,7122.49,Food - Beverages,Refreshing sparkling water with lemon and lime flavor,used,City-Vista,paypal,name@email.com,false,9/5/2024,1/12/2025,"[{""item"":""http://dummyimage.com/170x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/176x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/133x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/200x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/156x100.png/cc0000/ffffff""}]",107
108,Sweet Potato & Kale Hash,6935.22,Food - Prepared Foods,"Savory hash made with sweet potatoes and kale, a perfect side dish.",used,City-Vista,cash,(555) 123-9876,true,10/5/2024,12/2/2020,[],108
109,Italian Sausage Links,3176.66,Food - Meat & Poultry,Savory sausage links seasoned with Italian spices.,used,Isabella,cash,t.user123,false,7/9/2024,9/9/2023,"[{""item"":""http://dummyimage.com/237x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/250x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/163x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/197x100.png/ff4444/ffffff""}]",109
110,Satin Slip Dress,1869.84,Clothing - Dresses,Luxurious satin slip dress for an elegant evening look.,used,City-Vista,credit_card,(555) 123-9876,false,6/16/2020,7/26/2024,"[{""item"":""http://dummyimage.com/140x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/216x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/198x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/211x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/230x100.png/cc0000/ffffff""}]",110
111,Wild Rice Pilaf,366.3,Food - Grains,"A mix of wild rice with herbs and spices, ready to serve.",used,Murchison,paypal,name@email.com,false,4/27/2021,12/28/2023,"[{""item"":""http://dummyimage.com/152x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/178x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/133x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/133x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/141x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/239x100.png/dddddd/000000""}]",111
112,Fishing Tackle Box,4905.57,Outdoor,Organized tackle box for fishing gear.,used,Myrtle,cash,t.user123,true,1/28/2023,10/24/2020,"[{""item"":""http://dummyimage.com/249x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/107x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/170x100.png/5fa2dd/ffffff""}]",112
113,Sea Salt Caramel Popcorn,1514.66,Food - Snacks,"Sweet and salty popcorn with sea salt and caramel, a tasty treat.",used,Murchison,credit_card,t.user123,false,7/8/2023,10/25/2025,"[{""item"":""http://dummyimage.com/204x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/105x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/153x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/121x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/118x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/216x100.png/dddddd/000000""}]",113
114,Cinnamon Sugar Tortilla Chips,5421.84,Food - Snacks,"Crispy chips with a sweet twist, perfect for dipping.",used,Isabella,cash,t.user123,false,1/31/2025,5/16/2023,"[{""item"":""http://dummyimage.com/230x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/143x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/214x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/241x100.png/ff4444/ffffff""}]",114
115,Underwater Camera,2332.47,Photography,Waterproof camera for capturing underwater adventures.,used,Myrtle,credit_card,(555) 123-9876,true,3/24/2024,10/12/2025,"[{""item"":""http://dummyimage.com/220x100.png/ff4444/ffffff""}]",115
116,Dark Chocolate Bars,7256.87,Food - Snacks,"Rich dark chocolate bars, perfect for a sweet treat.",used,Murchison,cash,(555) 123-9876,true,1/9/2022,5/23/2023,"[{""item"":""http://dummyimage.com/161x100.png/ff4444/ffffff""}]",116
117,Peach Slices in Syrup,4115.86,Food - Canned Goods,"Sweet and tender peach slices preserved in syrup, great for desserts.",used,City-Vista,paypal,name@email.com,true,8/12/2022,6/22/2021,"[{""item"":""http://dummyimage.com/225x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/174x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/232x100.png/dddddd/000000""}]",117
118,Sesame Ginger Dressing,3295.62,Food - Condiments,"Tangy dressing perfect for salads and marinades, with sesame and ginger flavors.",new,Murchison,credit_card,(555) 123-9876,true,1/23/2024,8/19/2021,[],118
119,Gaming Mousepad,7976.02,Gaming,Oversized gaming mousepad with smooth surface.,used,Isabella,paypal,(555) 123-9876,false,1/6/2021,5/2/2022,"[{""item"":""http://dummyimage.com/153x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/157x100.png/5fa2dd/ffffff""}]",119
120,LED Desk Lamp with USB Charging Port,4991.19,Office,Modern lamp featuring a USB port for convenient charging.,used,Murchison,cash,name@email.com,false,4/5/2022,4/19/2020,"[{""item"":""http://dummyimage.com/125x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/132x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/100x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/230x100.png/dddddd/000000""}]",120
121,Kettle BBQ Grill,6572.44,Outdoor,Charcoal kettle grill perfect for backyard barbecues.,new,Murchison,cash,t.user123,false,2/20/2024,11/3/2024,"[{""item"":""http://dummyimage.com/169x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/101x100.png/5fa2dd/ffffff""}]",121
122,Cacao Powder,1434.5,Food - Baking,Unsweetened cacao powder for baking and smoothies.,new,Myrtle,paypal,t.user123,true,2/21/2020,11/17/2024,"[{""item"":""http://dummyimage.com/104x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/181x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/134x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/149x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/175x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/159x100.png/cc0000/ffffff""}]",122
123,Essential Oil Diffuser,5991.56,Health,Ultrasonic diffuser that helps create a calming atmosphere.,used,Isabella,credit_card,(555) 123-9876,false,7/5/2025,7/13/2020,"[{""item"":""http://dummyimage.com/222x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/162x100.png/dddddd/000000""}]",123
